Название;Состав;Цена
Соус Соевый 40 мл;;30
Соус Ореховый 30гр;;30
Соус Розовый 30гр;;30
Соус Спайси 30гр;;30
Соус Сырный 30гр;;30
Васаби 25 гр;;20
Васаби 5 гр;;15
Имбирь маринованный 100 гр;;40
Имбирь маринованный 50 гр;;20
